user_id,region,kyc_level,registration_date,total_transactions,total_value,total_fees_generated,last_transaction_date,days_since_last_txn,dormant_flag,cumulative_revenue,cumulative_pct,percentile_rank,value_segment
3795,Greater Accra,Basic,2023-11-02,12,4120.48,84.51,2023-12-31,0,0,2438.45,0.01536839559042477,0.0052,High Value
4436,Greater Accra,Basic,2024-08-05,12,4534.92,84.28999999999999,2023-12-07,24,0,2522.74,0.01589963554380372,0.0054,High Value
568,Ashanti,Enhanced,2023-12-19,14,3951.3,83.89,2023-11-02,59,0,2606.6299999999997,0.01642835448660785,0.0056,High Value
2249,Ashanti,Basic,2022-10-14,14,4223.889999999999,83.41,2023-12-25,6,0,2690.0399999999995,0.0169540482167222,0.0058,High Value
2752,Western,Basic,2022-09-18,14,4491.12,82.39,2023-12-16,15,0,2772.4299999999994,0.017473313369870753,0.006,High Value
1334,Northern,Basic,2024-06-27,8,3784.37,82.28999999999999,2023-11-06,55,0,2854.7199999999993,0.017991948270375605,0.0062,High Value
605,Greater Accra,Basic,2023-05-26,15,4195.68,81.82,2023-11-09,52,0,2936.5399999999995,0.018507620983455042,0.0064,High Value
1587,Western,Basic,2023-10-07,15,3828.9300000000003,81.75999999999999,2023-12-22,9,0,3018.2999999999993,0.019022915544948255,0.0066,High Value
4373,Greater Accra,Basic,2022-04-10,12,3796.5,81.66,2023-12-23,8,0,3099.959999999999,0.019537579853797764,0.0068,High Value
329,Ashanti,Basic,2022-03-20,10,4421.59,81.14,2023-11-26,35,0,3181.099999999999,0.020048966848900007,0.007,High Value
2934,Ashanti,Basic,2023-08-13,13,4516.14,80.95,2023-12-29,2,0,3262.049999999999,0.02055915636397921,0.0072,High Value
3033,Western,Basic,2022-04-13,12,3554.09,80.33,2023-12-26,5,0,3342.3799999999987,0.021065438312667443,0.0074,High Value
1975,Greater Accra,Basic,2023-09-11,9,3268.01,80.3,2023-11-24,37,0,3422.679999999999,0.021571531185562567,0.0076,High Value
3160,Greater Accra,Enhanced,2022-08-05,12,3383.64,80.28,2023-12-10,21,0,3502.959999999999,0.022077498007928947,0.0078,High Value
360,Ashanti,Basic,2024-02-24,13,4638.29,80.11,2023-12-03,28,0,3583.0699999999993,0.02258239340080103,0.008,High Value
3229,Greater Accra,Basic,2024-02-03,14,4113.18,79.14999999999999,2023-12-21,10,0,3662.2199999999993,0.023081238368293545,0.0082,High Value
2435,Northern,Basic,2024-09-13,13,4447.75,78.26,2023-11-20,41,0,3740.4799999999996,0.023574474087257085,0.0084,High Value
3837,Northern,Basic,2022-03-07,10,3330.1000000000004,78.05,2023-11-18,43,0,3818.5299999999997,0.024066386275668844,0.0086,High Value
1354,Western,Basic,2023-12-07,12,3186.77,77.83,2023-12-16,15,0,3896.3599999999997,0.024556911908264454,0.0088,High Value
1145,Greater Accra,Enhanced,2024-07-26,13,3920.7000000000003,77.17,2023-10-18,74,0,3973.5299999999997,0.025043277873411606,0.009,High Value
1697,Greater Accra,Basic,2022-07-29,8,2960.12,77.09,2023-12-20,11,0,4050.62,0.0255291396364438,0.0092,High Value
3387,Greater Accra,Enhanced,2023-06-07,10,3415.54,76.67,2023-12-14,17,0,4127.29,0.02601235433837243,0.0094,High Value
433,Ashanti,Basic,2023-08-14,13,3490.09,76.62,2023-12-16,15,0,4203.91,0.026495253913979205,0.0096,High Value
4825,Ashanti,Basic,2024-07-15,8,2965.69,76.58,2023-10-05,87,0,4280.49,0.0269779013885285,0.0098,High Value
1226,Ashanti,Basic,2023-05-27,10,3304.61,76.38,2023-11-13,48,0,4356.87,0.027459288357790386,0.01,High Value
2744,Greater Accra,Basic,2023-06-14,10,3549.04,76.35,2023-11-20,41,0,4433.22,0.027940486251259163,0.0102,High Value
2393,Ashanti,Enhanced,2024-02-13,13,3533.72,76.33,2023-12-17,14,0,4509.55,0.028421558094199197,0.0104,High Value
3295,Northern,Enhanced,2022-12-16,16,3514.2200000000003,76.22,2023-12-13,18,0,4585.77,0.028901936659231155,0.0106,High Value
1655,Greater Accra,Basic,2022-08-10,16,4066.61,76.06,2023-12-27,4,0,4661.830000000001,0.029381306820033187,0.0108,High Value
2996,Northern,Basic,2024-02-17,16,3793.58,76.01,2023-12-31,0,0,4737.840000000001,0.029860361854513365,0.011,High Value
291,Greater Accra,Basic,2022-04-30,16,3869.5,75.92,2023-12-14,17,0,4813.760000000001,0.030338849661614205,0.0112,High Value
788,Ashanti,Enhanced,2023-11-28,13,4647.93,75.89,2023-12-03,28,0,4889.6500000000015,0.030817148392921937,0.0114,High Value
4577,Ashanti,Enhanced,2022-04-25,13,4039.8399999999997,75.84,2023-12-19,12,0,4965.490000000002,0.031295131997907816,0.0116,High Value
3937,Ashanti,Basic,2023-08-12,14,3523.3100000000004,75.76,2023-12-17,14,0,5041.250000000002,0.031772611400778736,0.0118,High Value
2341,Western,Enhanced,2024-01-27,11,3377.89,75.58,2023-11-06,55,0,5116.830000000002,0.03224895634889098,0.012,High Value
3175,Greater Accra,Basic,2022-06-10,12,3242.05,75.31,2023-12-29,2,0,5192.140000000002,0.03272359961486522,0.0122,High Value
3753,Greater Accra,Basic,2022-08-17,12,3072.89,75.22,2023-12-29,2,0,5267.360000000002,0.03319767565346013,0.0124,High Value
4909,Western,Basic,2022-12-16,11,3187.48,75.21,2023-11-06,55,0,5342.570000000002,0.03367168866679067,0.0126,High Value
314,Northern,Enhanced,2024-01-31,12,3932.56,74.9,2023-12-28,3,0,5417.470000000002,0.034143747896925716,0.0128,High Value
4912,Ashanti,Enhanced,2023-11-09,10,3185.08,74.72999999999999,2023-12-29,2,0,5492.200000000002,0.034614735697566464,0.013,High Value
1548,Ashanti,Basic,2022-11-25,15,3476.93,74.28,2023-12-20,11,0,5566.480000000001,0.035082887361310544,0.0132,High Value
3622,Greater Accra,Basic,2023-10-02,12,3150.33,74.01,2023-12-12,19,0,5640.490000000002,0.035549337342916626,0.0134,High Value
2059,Western,Enhanced,2022-12-18,9,3684.25,73.55,2023-09-23,99,1,5714.040000000002,0.03601288816236166,0.0136,High Value
584,Greater Accra,Enhanced,2022-08-08,10,3204.9700000000003,73.51,2023-12-06,25,0,5787.550000000002,0.03647618688074921,0.0138,High Value
3421,Western,Basic,2022-01-15,10,3260.35,73.46000000000001,2023-09-29,93,1,5861.010000000002,0.03693917047281491,0.014,High Value
2688,Ashanti,Basic,2024-01-02,11,3270.83,73.07,2023-12-25,6,0,5934.080000000002,0.03739969607957016,0.0142,High Value
4892,Greater Accra,Basic,2022-12-06,13,3001.31,72.97,2023-12-28,3,0,6007.050000000002,0.0378595914336817,0.0144,High Value
1628,Ashanti,Basic,2022-05-07,13,3532.98,72.93,2023-12-02,29,0,6079.980000000002,0.038319234686735766,0.0146,High Value
523,Northern,Basic,2022-08-24,12,3127.65,72.85,2023-12-01,30,0,6152.830000000003,0.03877837373767487,0.0148,High Value
1536,Greater Accra,Basic,2023-04-15,13,3446.98,72.75999999999999,2023-12-25,6,0,6225.590000000003,0.03923694556123463,0.015,High Value
4936,Greater Accra,Basic,2024-09-19,11,3278.91,72.69,2023-12-20,11,0,6298.2800000000025,0.039695076207943804,0.0152,High Value
4340,Greater Accra,Basic,2023-07-27,14,3654.15,72.65,2023-12-20,11,0,6370.930000000002,0.04015295475359549,0.0154,High Value
28,Ashanti,Basic,2022-09-24,20,4088.93,72.58,2023-12-26,5,0,6443.510000000002,0.04061039212239658,0.0156,High Value
539,Ashanti,Basic,2024-05-22,11,3875.28,72.49,2023-12-18,13,0,6516.000000000002,0.04106726226381834,0.0158,High Value
2500,Ashanti,Basic,2022-07-26,9,3598.59,72.42999999999999,2023-11-25,36,0,6588.430000000002,0.04152375425365388,0.016,High Value
4015,Ashanti,Basic,2024-04-10,20,3655.76,72.42,2023-11-11,50,0,6660.850000000002,0.041980183218225046,0.0162,High Value
4554,Northern,Basic,2024-04-19,10,3711.76,72.24000000000001,2023-12-18,13,0,6733.090000000002,0.042435477728037546,0.0164,High Value
3687,Northern,Basic,2023-10-09,9,2820.73,72.12,2023-11-06,55,0,6805.210000000002,0.042890015934677596,0.0166,High Value
893,Western,Basic,2024-09-20,11,3524.31,72.06,2023-12-06,25,0,6877.270000000002,0.04334417598973143,0.0168,High Value
600,Greater Accra,Enhanced,2022-10-24,11,3482.25,71.94,2023-11-24,37,0,6949.210000000002,0.04379757974161281,0.017,High Value
3556,Ashanti,Basic,2023-12-18,11,3571.28,71.88,2023-12-15,16,0,7021.090000000002,0.044250605341907966,0.0172,High Value
3647,Ashanti,Basic,2022-05-21,9,3189.33,71.81,2023-11-23,38,0,7092.900000000002,0.044703189765352536,0.0174,High Value
4988,Ashanti,Basic,2023-10-15,9,3053.88,71.67,2023-12-28,3,0,7164.570000000002,0.04515489183509592,0.0176,High Value
1358,Ashanti,Basic,2023-09-07,10,3350.87,71.64,2023-12-04,27,0,7236.210000000003,0.04560640482904619,0.0178,High Value
2816,Western,Basic,2023-02-08,15,3427.43,71.62,2023-11-15,46,0,7307.830000000003,0.04605779177246771,0.018,High Value
988,Ashanti,Enhanced,2022-03-01,13,4072.8199999999997,71.58,2023-11-26,35,0,7379.410000000003,0.046508926614831754,0.0182,High Value
3518,Greater Accra,Enhanced,2024-05-28,13,3615.23,71.47,2023-12-06,25,0,7450.880000000003,0.046959368179287725,0.0184,High Value
238,Greater Accra,Basic,2023-05-29,13,3497.0,71.44,2023-09-20,102,1,7522.320000000002,0.04740962066795058,0.0186,High Value
1400,Western,Enhanced,2022-09-27,10,2896.94,71.2,2023-11-02,59,0,7593.520000000002,0.04785836055026855,0.0188,High Value
1191,Greater Accra,Basic,2022-09-27,13,3802.1,71.18,2023-11-02,59,0,7664.700000000003,0.04830697438205778,0.019,High Value
356,Ashanti,Basic,2023-09-19,8,3313.82,71.10000000000001,2023-12-06,25,0,7735.800000000003,0.048755084011732036,0.0192,High Value
1715,Greater Accra,Enhanced,2023-08-04,14,3343.38,71.0,2023-12-22,9,0,7806.800000000003,0.04920256338876259,0.0194,High Value
100,Greater Accra,Basic,2022-06-28,9,2950.35,70.98,2023-12-29,2,0,7877.7800000000025,0.049649916715264406,0.0196,High Value
1855,Northern,Basic,2024-03-28,11,3189.62,70.93,2023-11-08,53,0,7948.710000000003,0.050096954915444365,0.0198,High Value
1249,Northern,Enhanced,2022-10-14,13,3263.88,70.83,2023-07-27,157,1,8019.540000000003,0.050543362862980626,0.02,High Value
804,Ashanti,Enhanced,2022-06-24,17,3787.56,70.78,2023-12-21,10,0,8090.320000000002,0.05098945568419503,0.0202,High Value
2749,Western,Basic,2022-05-23,13,4029.56,70.51,2023-11-12,49,0,8160.830000000003,0.05143384682327143,0.0204,High Value
2318,Greater Accra,Basic,2022-01-08,10,2974.3199999999997,70.47,2023-12-06,25,0,8231.300000000003,0.05187798586129035,0.0206,High Value
3302,Northern,Basic,2022-06-21,7,2743.47,70.39,2023-12-01,30,0,8301.690000000002,0.0523216206971943,0.0208,High Value
2848,Greater Accra,Basic,2024-06-28,12,3171.34,70.31,2023-12-12,19,0,8372.000000000002,0.05276475133098329,0.021,High Value
2378,Western,Basic,2022-04-23,15,3188.17,70.3,2023-12-10,21,0,8442.300000000001,0.053207818939507906,0.0212,High Value
1710,Western,Enhanced,2024-09-03,11,3253.0,70.27,2023-11-11,50,0,8512.570000000002,0.05365069747223942,0.0214,High Value
807,Northern,Basic,2023-04-06,11,2931.42,70.07,2023-09-16,106,1,8582.640000000001,0.05409231549968352,0.0216,High Value
3934,Greater Accra,Basic,2022-09-01,8,3406.23,70.05,2023-11-30,31,0,8652.69,0.05453380747659887,0.0218,High Value
3673,Western,Basic,2024-06-15,16,3543.9700000000003,69.92,2023-12-08,23,0,8722.61,0.05497448012507741,0.022,High Value
4045,Ashanti,Basic,2023-01-04,15,3601.75,69.91,2023-10-30,62,0,8792.52,0.05541508974829158,0.0222,High Value
2844,Northern,Basic,2023-01-28,13,3532.45,69.85,2023-12-10,21,0,8862.37,0.05585532121991953,0.0224,High Value
3985,Western,Basic,2022-06-04,9,3330.4100000000003,69.74,2023-10-22,70,0,8932.11,0.0562948594136394,0.0226,High Value
3621,Western,Enhanced,2023-04-24,9,3042.1,69.66,2023-11-29,32,0,9001.77,0.05673389340524431,0.0228,High Value
1944,Western,Basic,2023-04-29,10,3200.3399999999997,69.47999999999999,2023-11-06,55,0,9071.25,0.05717179294209055,0.023,High Value
2206,Northern,Basic,2023-03-25,13,3240.57,69.46000000000001,2023-12-30,1,0,9140.71,0.05760956642840804,0.0232,High Value
168,Greater Accra,Basic,2024-06-20,10,2568.57,69.28999999999999,2023-12-29,2,0,9210.0,0.05804626848523125,0.0234,High Value
3332,Western,Basic,2023-03-31,18,3673.97,69.22,2023-11-08,53,0,9279.22,0.05848252936520385,0.0236,High Value
676,Northern,Basic,2024-04-11,12,3219.93,69.21000000000001,2023-12-25,6,0,9348.429999999998,0.05891872721991208,0.0238,High Value
3263,Ashanti,Enhanced,2024-03-04,13,3042.69,69.13,2023-12-17,14,0,9417.559999999998,0.05935442087250535,0.024,High Value
3729,Greater Accra,Basic,2024-07-03,14,3173.38,69.1,2023-12-17,14,0,9486.659999999998,0.05978992544930551,0.0242,High Value
805,Ashanti,Basic,2024-09-25,11,3467.1800000000003,69.08,2023-11-24,37,0,9555.739999999998,0.06022530397557693,0.0244,High Value
4634,Northern,Basic,2022-05-07,11,2874.65,68.85,2023-11-11,50,0,9624.589999999998,0.06065923292076783,0.0246,High Value
1530,Ashanti,Enhanced,2023-02-17,11,2909.36,68.8,2023-12-14,17,0,9693.389999999998,0.06109284673963687,0.0248,High Value
4980,Greater Accra,Basic,2024-02-13,8,3339.59,68.71,2023-11-01,60,0,9762.099999999997,0.061525893331126576,0.025,High Value
3016,Greater Accra,Enhanced,2024-03-14,14,3188.81,68.7,2023-12-11,20,0,9830.799999999997,0.061958876897351925,0.0252,High Value
1760,Ashanti,Basic,2024-04-29,11,3169.9100000000003,68.6,2023-12-17,14,0,9899.399999999998,0.06239123021093356,0.0254,High Value
744,Ashanti,Enhanced,2023-10-28,15,3273.81,68.39,2023-12-10,21,0,9967.789999999997,0.06282225999396342,0.0256,High Value
4742,Greater Accra,Basic,2023-12-02,9,3176.1,68.35,2023-10-19,73,0,10036.139999999998,0.06325303767593579,0.0258,High Value
2671,Ashanti,Enhanced,2024-07-31,12,3200.03,68.34,2023-12-12,19,0,10104.479999999998,0.06368375233264378,0.026,High Value
2557,Ashanti,Basic,2023-07-15,9,3003.11,68.23,2023-11-13,48,0,10172.709999999997,0.06411377371144371,0.0262,High Value
377,Western,Basic,2023-01-03,11,4369.400000000001,68.14,2023-09-29,93,1,10240.849999999997,0.0645432278628643,0.0264,High Value
1180,Ashanti,Basic,2022-11-29,9,3357.7,68.11,2023-12-02,29,0,10308.959999999997,0.06497249293849179,0.0266,High Value
2892,Western,Basic,2023-08-06,9,2794.2,68.04,2023-12-26,5,0,10376.999999999998,0.06540131683726869,0.0268,High Value
3528,Western,Enhanced,2022-12-16,14,3824.8199999999997,68.01,2023-12-30,1,0,10445.009999999998,0.06582995166025246,0.027,High Value
4034,Northern,Enhanced,2023-11-09,7,2586.21,67.98,2023-08-29,124,1,10512.989999999998,0.06625839740744312,0.0272,High Value
1569,Ashanti,Basic,2022-03-11,9,2833.11,67.92,2023-12-12,19,0,10580.909999999998,0.06668646500304756,0.0274,High Value
1206,Western,Enhanced,2023-12-29,9,2596.64,67.86999999999999,2023-11-23,38,0,10648.779999999999,0.06711421747233015,0.0276,High Value
152,Greater Accra,Basic,2022-09-20,10,2810.22,67.84,2023-12-24,7,0,10716.619999999999,0.06754178086581963,0.0278,High Value
70,Northern,Basic,2023-08-04,11,3149.5,67.78,2023-12-09,22,0,10784.4,0.06796896610772289,0.028,High Value
1360,Ashanti,Basic,2024-01-27,12,3458.79,67.76,2023-12-08,23,0,10852.16,0.06839602529909741,0.0282,High Value
1968,Greater Accra,Basic,2023-09-11,10,3020.89,67.74,2023-11-01,60,0,10919.9,0.06882295843994318,0.0284,High Value
3134,Ashanti,Basic,2022-01-16,14,3493.79,67.62,2023-12-25,6,0,10987.52,0.06924913527761652,0.0286,High Value
3797,Ashanti,Basic,2023-01-01,12,3505.45,67.47,2023-12-22,9,0,11054.99,0.06967436673632428,0.0288,High Value
3166,Ashanti,Basic,2022-11-16,8,3096.29,67.39,2023-12-12,19,0,11122.38,0.07009909399291708,0.029,High Value
3597,Greater Accra,Basic,2022-02-15,8,3255.5099999999998,67.38,2023-12-13,18,0,11189.759999999998,0.0705237582242455,0.0292,High Value
532,Northern,Basic,2022-08-08,15,3771.66,66.98,2023-12-29,2,0,11256.739999999998,0.07094590144499911,0.0294,High Value
3554,Ashanti,Basic,2023-11-26,8,3347.69,66.98,2023-12-15,16,0,11323.719999999998,0.07136804466575274,0.0296,High Value
2470,Ashanti,Basic,2023-05-07,9,2783.98,66.95,2023-12-04,27,0,11390.669999999998,0.07178999881071324,0.0298,High Value
1945,Western,Basic,2024-01-31,12,3104.04,66.87,2023-11-23,38,0,11457.539999999999,0.07221144875355878,0.03,High Value
2251,Greater Accra,Enhanced,2023-09-09,12,3393.79,66.82000000000001,2023-12-27,4,0,11524.359999999999,0.07263258357008247,0.0302,High Value
3994,Greater Accra,Basic,2022-07-13,11,3072.79,66.82,2023-11-18,43,0,11591.179999999998,0.07305371838660615,0.0304,High Value
1732,Ashanti,Basic,2024-09-02,9,2875.8599999999997,66.79,2023-12-25,6,0,11657.97,0.07347466412733673,0.0306,High Value
1059,Ashanti,Enhanced,2023-05-11,15,3698.58,66.68,2023-11-27,34,0,11724.65,0.07389491659015923,0.0308,High Value
2561,Western,Enhanced,2024-07-30,11,3019.2599999999998,66.68,2023-11-16,45,0,11791.33,0.07431516905298173,0.031,High Value
3772,Northern,Basic,2023-07-15,12,3028.05,66.67,2023-12-31,0,0,11858.0,0.07473535849053986,0.0312,High Value
1017,Greater Accra,Basic,2022-01-28,7,3070.2400000000002,66.66,2023-10-14,78,0,11924.66,0.07515548490283362,0.0314,High Value
2975,Greater Accra,Basic,2022-08-16,9,2890.3,66.58,2023-12-22,9,0,11991.24,0.07557510711301242,0.0316,High Value
4565,Greater Accra,Basic,2024-02-05,11,3058.25,66.56,2023-10-27,65,0,12057.8,0.07599460327266247,0.0318,High Value
472,Northern,Basic,2023-03-04,10,2693.92,66.47,2023-10-25,67,0,12124.269999999999,0.07641353220493317,0.032,High Value
1997,Northern,Basic,2022-08-03,9,2661.5499999999997,66.32000000000001,2023-12-07,24,0,12190.589999999998,0.07683151575823834,0.0322,High Value
917,Greater Accra,Enhanced,2024-04-18,14,3138.87,66.28999999999999,2023-12-26,5,0,12256.88,0.07724931023575039,0.0324,High Value
4275,Ashanti,Enhanced,2023-09-19,9,3101.83,66.27,2023-11-22,39,0,12323.15,0.07766697866273371,0.0326,High Value
82,Ashanti,Basic,2023-11-17,13,3168.82,66.26,2023-12-28,3,0,12389.41,0.07808458406445265,0.0328,High Value
2845,Ashanti,Enhanced,2023-09-05,13,3706.96,66.14,2023-10-28,64,0,12455.55,0.07850143316299914,0.033,High Value
169,Greater Accra,Basic,2024-08-31,13,3267.88,66.11,2023-11-27,34,0,12521.66,0.07891809318575252,0.0332,High Value
792,Ashanti,Basic,2024-07-18,10,3113.41,66.08,2023-10-04,88,0,12587.74,0.07933456413271278,0.0334,High Value
2273,Ashanti,Basic,2024-02-22,13,2711.25,66.07,2023-11-22,39,0,12653.81,0.07975097205440869,0.0336,High Value
2527,Greater Accra,Basic,2023-07-19,9,2903.34,65.96000000000001,2023-10-28,64,0,12719.769999999999,0.0801666866981965,0.0338,High Value
85,Greater Accra,Basic,2022-11-24,10,3221.76,65.94,2023-09-12,110,1,12785.71,0.08058227529145559,0.034,High Value
4720,Northern,Enhanced,2023-02-07,13,3113.68,65.92,2023-12-28,3,0,12851.63,0.08099773783418593,0.0342,High Value
3412,Greater Accra,Enhanced,2024-04-12,16,3482.52,65.87,2023-11-04,57,0,12917.5,0.08141288525059442,0.0344,High Value
2920,Greater Accra,Basic,2022-05-31,12,3620.37,65.79,2023-12-04,27,0,12983.29,0.08182752846488796,0.0346,High Value
3740,Ashanti,Basic,2022-07-23,10,2631.72,65.67,2023-12-16,15,0,13048.960000000001,0.08224141537600903,0.0348,High Value
450,Greater Accra,Basic,2022-04-18,17,3022.0,65.66,2023-12-06,25,0,13114.62,0.08265523926186574,0.035,High Value
1409,Ashanti,Basic,2024-04-25,12,2970.77,65.45,2023-12-28,3,0,13180.070000000002,0.08306773961717068,0.0352,High Value
4517,Ashanti,Basic,2023-03-04,10,3211.22,65.38,2023-12-02,29,0,13245.45,0.083479798795625,0.0354,High Value
4869,Ashanti,Enhanced,2024-04-14,10,3066.59,65.38,2023-12-16,15,0,13310.83,0.08389185797407933,0.0356,High Value
3269,Ashanti,Basic,2024-03-29,15,3114.54,65.36,2023-11-14,47,0,13376.19,0.08430379110200494,0.0358,High Value
3393,Northern,Enhanced,2023-12-26,11,3252.48,65.28,2023-11-16,45,0,13441.470000000001,0.08471522002781556,0.036,High Value
560,Ashanti,Basic,2024-07-17,11,3474.66,65.24,2023-12-29,2,0,13506.710000000001,0.0851263968525687,0.0362,High Value
2839,Western,Basic,2024-03-07,13,3527.17,65.23,2023-10-18,74,0,13571.94,0.08553751065205749,0.0364,High Value
3655,Greater Accra,Basic,2022-10-06,10,3131.37,65.2,2023-08-15,138,1,13637.140000000001,0.08594843537575315,0.0366,High Value
1934,Ashanti,Basic,2022-07-05,7,3140.38,64.98,2023-11-14,47,0,13702.12,0.08635797354363266,0.0368,High Value
179,Northern,Basic,2024-08-05,10,2873.67,64.97999999999999,2023-11-20,41,0,13767.1,0.08676751171151217,0.037,High Value
3455,Northern,Enhanced,2022-11-24,12,2964.7,64.87,2023-12-28,3,0,13831.970000000001,0.08717635660148362,0.0372,High Value
3373,Greater Accra,Basic,2022-11-19,11,2918.66,64.81,2023-12-15,16,0,13896.78,0.08758482333986883,0.0374,High Value
2589,Greater Accra,Basic,2023-12-05,11,3741.73,64.65,2023-12-07,24,0,13961.43,0.08799228167402412,0.0376,High Value
3849,Western,Basic,2023-08-23,12,3355.74,64.64999999999999,2023-10-31,61,0,14026.08,0.0883997400081794,0.0378,High Value
3312,Western,Basic,2024-03-15,8,3378.17,64.63,2023-12-11,20,0,14090.71,0.08880707229180594,0.038,High Value
3893,Western,Enhanced,2024-08-22,13,3221.58,64.61,2023-12-27,4,0,14155.32,0.08921427852490375,0.0382,High Value
4173,Ashanti,Basic,2024-07-18,9,2532.41,64.54,2023-12-24,7,0,14219.86,0.08962104358115097,0.0384,High Value
107,Ashanti,Basic,2022-10-17,14,3307.82,64.53999999999999,2023-11-24,37,0,14284.400000000001,0.09002780863739819,0.0386,High Value
2310,Greater Accra,Basic,2024-07-03,10,3068.0,64.49,2023-09-02,120,1,14348.890000000001,0.09043425856732355,0.0388,High Value
2985,Ashanti,Basic,2023-01-13,9,2827.16,64.46,2023-11-20,41,0,14413.35,0.0908405194214558,0.039,High Value
4376,Ashanti,Basic,2022-12-11,7,2944.04,64.28,2023-09-02,120,1,14477.630000000001,0.09124564582082938,0.0392,High Value
725,Ashanti,Basic,2023-02-04,15,2578.35,64.24,2023-11-23,38,0,14541.87,0.09165052011914547,0.0394,High Value
2501,Western,Basic,2024-07-12,10,3176.36,64.16,2023-08-23,130,1,14606.03,0.0920548902153466,0.0396,High Value
1417,Greater Accra,Basic,2023-09-27,12,2736.08,63.97,2023-12-28,3,0,14670.0,0.09245806283152469,0.0398,High Value
1014,Greater Accra,Basic,2024-07-12,10,2560.6,63.89,2023-10-11,81,0,14733.89,0.09286073124558782,0.04,High Value
2549,Ashanti,Enhanced,2024-06-16,13,3184.31,63.72,2023-12-31,0,0,14797.609999999999,0.09326232823015665,0.0402,High Value
4028,Greater Accra,Basic,2024-04-22,12,3108.4700000000003,63.43,2023-12-14,17,0,14861.039999999999,0.09366209748205874,0.0404,High Value
3545,Northern,Basic,2023-01-14,10,2709.01,63.42,2023-11-28,33,0,14924.46,0.09406180370869645,0.0406,High Value
1511,Western,Basic,2024-03-15,11,3318.15,63.41,2023-12-15,16,0,14987.869999999999,0.09446144691006979,0.0408,High Value
642,Greater Accra,Enhanced,2022-07-12,10,2574.49,63.379999999999995,2023-12-16,15,0,15051.249999999998,0.09486090103565002,0.041,High Value
